timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505698898172,1,HTTP Request,200,OK,Thread Group 1-624,text,true,,20250,122,2,2,1,0,0
1505698898173,1,HTTP Request,200,OK,Thread Group 1-625,text,true,,20250,122,2,2,1,0,0
1505698898174,1,HTTP Request,200,OK,Thread Group 1-626,text,true,,20250,122,1,1,1,0,0
1505698898175,1,HTTP Request,200,OK,Thread Group 1-627,text,true,,20250,122,2,2,1,0,1
1505698898176,1,HTTP Request,200,OK,Thread Group 1-628,text,true,,20250,122,2,2,1,0,1
1505698898177,1,HTTP Request,200,OK,Thread Group 1-629,text,true,,20250,122,2,2,1,0,1
1505698898178,2,HTTP Request,200,OK,Thread Group 1-630,text,true,,20250,122,2,2,1,0,1
1505698898179,1,HTTP Request,200,OK,Thread Group 1-631,text,true,,20250,122,2,2,1,0,1
1505698898181,0,HTTP Request,200,OK,Thread Group 1-632,text,true,,20250,122,1,1,0,0,0
1505698898182,1,HTTP Request,200,OK,Thread Group 1-633,text,true,,20250,122,2,2,1,0,0
1505698898183,1,HTTP Request,200,OK,Thread Group 1-634,text,true,,20250,122,1,1,1,0,0
1505698898185,2,HTTP Request,200,OK,Thread Group 1-636,text,true,,20250,122,3,3,2,0,1
1505698898186,1,HTTP Request,200,OK,Thread Group 1-635,text,true,,20250,122,3,3,1,0,0
1505698898186,1,HTTP Request,200,OK,Thread Group 1-637,text,true,,20250,122,3,3,1,0,0
1505698898187,1,HTTP Request,200,OK,Thread Group 1-638,text,true,,20250,122,1,1,1,0,0
1505698898189,1,HTTP Request,200,OK,Thread Group 1-639,text,true,,20250,122,2,2,1,0,0
1505698898189,1,HTTP Request,200,OK,Thread Group 1-640,text,true,,20250,122,1,1,1,0,1
1505698898191,0,HTTP Request,200,OK,Thread Group 1-641,text,true,,20250,122,2,2,0,0,0
1505698898192,1,HTTP Request,200,OK,Thread Group 1-642,text,true,,20250,122,2,2,1,0,0
1505698898193,1,HTTP Request,200,OK,Thread Group 1-643,text,true,,20250,122,1,1,1,0,0
1505698898194,1,HTTP Request,200,OK,Thread Group 1-644,text,true,,20250,122,1,1,1,0,0
1505698898198,1,HTTP Request,200,OK,Thread Group 1-645,text,true,,20250,122,1,1,1,0,0
1505698898207,2,HTTP Request,200,OK,Thread Group 1-646,text,true,,20250,122,2,2,2,0,1
1505698898209,2,HTTP Request,200,OK,Thread Group 1-647,text,true,,20250,122,1,1,2,0,1
1505698898211,1,HTTP Request,200,OK,Thread Group 1-648,text,true,,20250,122,2,2,1,0,1
1505698898212,1,HTTP Request,200,OK,Thread Group 1-649,text,true,,20250,122,1,1,1,0,1
1505698898214,1,HTTP Request,200,OK,Thread Group 1-650,text,true,,20250,122,1,1,0,0,0
1505698898218,1,HTTP Request,200,OK,Thread Group 1-651,text,true,,20250,122,1,1,1,0,0
1505698898220,1,HTTP Request,200,OK,Thread Group 1-652,text,true,,20250,122,1,1,1,0,0
1505698898230,2,HTTP Request,200,OK,Thread Group 1-653,text,true,,20250,122,1,1,2,0,1
1505698898236,2,HTTP Request,200,OK,Thread Group 1-654,text,true,,20250,122,2,2,2,0,1
1505698898239,1,HTTP Request,200,OK,Thread Group 1-656,text,true,,20250,122,3,3,1,0,1
1505698898240,1,HTTP Request,200,OK,Thread Group 1-657,text,true,,20250,122,2,2,1,0,0
1505698898240,1,HTTP Request,200,OK,Thread Group 1-655,text,true,,20250,122,2,2,1,0,0
1505698898241,1,HTTP Request,200,OK,Thread Group 1-658,text,true,,20250,122,1,1,1,0,0
1505698898243,1,HTTP Request,200,OK,Thread Group 1-659,text,true,,20250,122,2,2,1,0,0
1505698898243,1,HTTP Request,200,OK,Thread Group 1-660,text,true,,20250,122,2,2,1,0,1
1505698898244,1,HTTP Request,200,OK,Thread Group 1-661,text,true,,20250,122,1,1,1,0,1
1505698898246,0,HTTP Request,200,OK,Thread Group 1-662,text,true,,20250,122,1,1,0,0,0
1505698898247,1,HTTP Request,200,OK,Thread Group 1-663,text,true,,20250,122,1,1,1,0,0
1505698898248,1,HTTP Request,200,OK,Thread Group 1-664,text,true,,20250,122,1,1,1,0,0
1505698898250,0,HTTP Request,200,OK,Thread Group 1-665,text,true,,20250,122,1,1,0,0,0
1505698898251,0,HTTP Request,200,OK,Thread Group 1-666,text,true,,20250,122,1,1,0,0,0
1505698898252,1,HTTP Request,200,OK,Thread Group 1-667,text,true,,20250,122,1,1,1,0,1
